"folio_recepcion","descripcion","fecha_publicacion"
"2023291447",NO IMAGENES CON API,2023-11-17 13:21:12.067
"2023291440",NO IMAGENES CON API,2023-11-17 13:21:11.124
"2023291427",NO IMAGENES CON API,2023-11-17 13:21:10.075
"2023291414",NO IMAGENES CON API,2023-11-17 13:21:09.049
"2023291410",NO IMAGENES CON API,2023-11-17 13:21:08.075
"2023286266",NO PROCESADO MEDIPASS,2023-11-17 13:20:43.763
"2023286166",NO PROCESADO MEDIPASS,2023-11-17 13:20:35.874
"2023286057",NO PROCESADO MEDIPASS,2023-11-17 13:20:22.377
"2023286028",NO PROCESADO MEDIPASS,2023-11-17 13:20:21.449
"2023286003",NO PROCESADO MEDIPASS,2023-11-17 13:20:20.391
"2023285995",NO PROCESADO MEDIPASS,2023-11-17 13:20:19.434
"2023285853",NO PROCESADO MEDIPASS,2023-11-17 13:20:18.352
"2023285830",NO PROCESADO MEDIPASS,2023-11-17 13:20:17.357
"2023285646",NO PROCESADO MEDIPASS,2023-11-17 13:20:16.358
"2023285642",NO PROCESADO MEDIPASS,2023-11-17 13:20:15.108
"2023285634",NO PROCESADO MEDIPASS,2023-11-17 13:20:13.989
"2023285284",NO PROCESADO MEDIPASS,2023-11-17 13:20:13.068
"2023285282",NO PROCESADO MEDIPASS,2023-11-17 13:20:12.067
"2023285273",NO PROCESADO MEDIPASS,2023-11-17 13:20:11.050
"2023285257",NO PROCESADO MEDIPASS,2023-11-17 13:20:09.938
"2023285238",NO PROCESADO MEDIPASS,2023-11-17 13:20:08.966
"2023283629",COTIZ < LIQ DE SUELDO,2023-11-17 13:19:05.475
"2023283551",NO PROCESADO MEDIPASS,2023-11-17 13:18:18.024
"2023283524",NO PROCESADO MEDIPASS,2023-11-17 13:18:16.807
"2023283520",NO PROCESADO MEDIPASS,2023-11-17 13:18:15.846
"2023283508",NO PROCESADO MEDIPASS,2023-11-17 13:18:14.908
"2023283365",NO PROCESADO MEDIPASS,2023-11-17 13:18:08.222
"2023283347",NO PROCESADO MEDIPASS,2023-11-17 13:18:07.132
"2023283345",NO PROCESADO MEDIPASS,2023-11-17 13:18:06.136
"2023283025",COTIZ < LIQ DE SUELDO,2023-11-17 13:17:39.288
"2023283003",NO PROCESADO MEDIPASS,2023-11-17 13:17:28.478
"2023283001",NO PROCESADO MEDIPASS,2023-11-17 13:17:27.513
"2023279000",NO PROCESADO MEDIPASS,2023-11-17 13:17:20.114
"2023278962",NO PROCESADO MEDIPASS,2023-11-17 13:17:19.169
"2023173912",FALTA COTIZ. SALUD,2023-11-17 13:17:02.691
"2023291713",NO IMAGENES CON API,2023-11-17 12:18:34.034
"2023291700",NO IMAGENES CON API,2023-11-17 12:18:33.026
"2023291695",NO IMAGENES CON API,2023-11-17 12:18:32.094
"2023291694",NO IMAGENES CON API,2023-11-17 12:18:31.098
"2023291691",NO IMAGENES CON API,2023-11-17 12:18:30.149
"2023291689",NO IMAGENES CON API,2023-11-17 12:18:29.168
"2023291685",NO IMAGENES CON API,2023-11-17 12:18:28.239
"2023291682",NO IMAGENES CON API,2023-11-17 12:18:27.303
"2023291674",NO IMAGENES CON API,2023-11-17 12:18:26.371
"2023291659",NO IMAGENES CON API,2023-11-17 12:18:25.338
"2023291653",NO IMAGENES CON API,2023-11-17 12:18:24.388
"2023291650",NO IMAGENES CON API,2023-11-17 12:18:23.392
"2023291642",NO IMAGENES CON API,2023-11-17 12:18:22.461
"2023291641",NO IMAGENES CON API,2023-11-17 12:18:21.358
"2023291638",NO IMAGENES CON API,2023-11-17 12:18:20.378
"2023291631",NO IMAGENES CON API,2023-11-17 12:18:19.394
"2023291623",NO IMAGENES CON API,2023-11-17 12:18:18.360
"2023291614",NO IMAGENES CON API,2023-11-17 12:18:17.181
"2023291611",NO IMAGENES CON API,2023-11-17 12:18:16.271
"2023291596",NO IMAGENES CON API,2023-11-17 12:18:15.271
"2023291592",NO IMAGENES CON API,2023-11-17 12:18:14.257
"2023291589",NO IMAGENES CON API,2023-11-17 12:18:13.118
"2023291567",NO IMAGENES CON API,2023-11-17 12:18:12.146
"2023291566",NO IMAGENES CON API,2023-11-17 12:18:11.132
"2023291565",NO IMAGENES CON API,2023-11-17 12:18:10.203
"2023291563",NO IMAGENES CON API,2023-11-17 12:18:09.245
"2023291557",NO IMAGENES CON API,2023-11-17 12:18:08.243
"2023291554",NO IMAGENES CON API,2023-11-17 12:18:07.162
"2023291543",NO IMAGENES CON API,2023-11-17 12:18:06.234
"2023291536",NO IMAGENES CON API,2023-11-17 12:18:05.155
"2023291534",NO IMAGENES CON API,2023-11-17 12:18:04.236
"2023291532",NO IMAGENES CON API,2023-11-17 12:18:03.288
"2023291522",NO IMAGENES CON API,2023-11-17 12:18:02.342
"2023291508",NO IMAGENES CON API,2023-11-17 12:18:01.332
"2023291493",NO IMAGENES CON API,2023-11-17 12:18:00.401
"2023291489",NO IMAGENES CON API,2023-11-17 12:17:59.338
"2023291481",NO IMAGENES CON API,2023-11-17 12:17:58.394
"2023291475",NO IMAGENES CON API,2023-11-17 12:17:57.467
"2023291454",NO IMAGENES CON API,2023-11-17 12:17:56.379
"2023291430",NO IMAGENES CON API,2023-11-17 12:17:55.441
"2023291421",NO IMAGENES CON API,2023-11-17 12:17:54.500
"2023291418",NO IMAGENES CON API,2023-11-17 12:17:53.539
"2023291415",NO IMAGENES CON API,2023-11-17 12:17:52.576
"2023291402",NO IMAGENES CON API,2023-11-17 12:17:51.480
"2023291392",NO IMAGENES CON API,2023-11-17 12:17:50.418
"2023291391",NO IMAGENES CON API,2023-11-17 12:17:49.271
"2023291355",NO PROCESADO MEDIPASS,2023-11-17 12:17:48.361
"2023290824",NO PROCESADO MEDIPASS,2023-11-17 12:17:47.393
"2023286576",NO PROCESADO MEDIPASS,2023-11-17 12:17:46.455
"2023286172",NO PROCESADO MEDIPASS,2023-11-17 12:17:45.332
"2023286152",NO PROCESADO MEDIPASS,2023-11-17 12:17:44.333
"2023286055",NO PROCESADO MEDIPASS,2023-11-17 12:17:43.306
"2023286037",NO PROCESADO MEDIPASS,2023-11-17 12:17:42.372
"2023286013",NO PROCESADO MEDIPASS,2023-11-17 12:17:41.411
"2023286001",NO PROCESADO MEDIPASS,2023-11-17 12:17:40.488
"2023285996",NO PROCESADO MEDIPASS,2023-11-17 12:17:39.504
"2023285994",NO PROCESADO MEDIPASS,2023-11-17 12:17:38.518
"2023285991",NO PROCESADO MEDIPASS,2023-11-17 12:17:37.551
"2023285864",NO PROCESADO MEDIPASS,2023-11-17 12:17:36.555
"2023285852",NO PROCESADO MEDIPASS,2023-11-17 12:17:35.570
"2023285846",NO PROCESADO MEDIPASS,2023-11-17 12:17:34.590
"2023285669",NO PROCESADO MEDIPASS,2023-11-17 12:17:33.613
"2023285656",NO PROCESADO MEDIPASS,2023-11-17 12:17:32.680
"2023285653",NO PROCESADO MEDIPASS,2023-11-17 12:17:31.729
"2023285630",NO PROCESADO MEDIPASS,2023-11-17 12:17:30.678
"2023285434",NO PROCESADO MEDIPASS,2023-11-17 12:17:29.586
"2023285431",NO PROCESADO MEDIPASS,2023-11-17 12:17:28.603
"2023285424",NO PROCESADO MEDIPASS,2023-11-17 12:17:27.641
"2023285280",NO PROCESADO MEDIPASS,2023-11-17 12:17:26.564
"2023285276",NO PROCESADO MEDIPASS,2023-11-17 12:17:25.592
"2023285275",NO PROCESADO MEDIPASS,2023-11-17 12:17:24.657
"2023285253",NO PROCESADO MEDIPASS,2023-11-17 12:17:23.692
"2023285248",NO PROCESADO MEDIPASS,2023-11-17 12:17:22.721
"2023285242",NO PROCESADO MEDIPASS,2023-11-17 12:17:21.727
"2023285226",NO PROCESADO MEDIPASS,2023-11-17 12:17:20.658
"2023283363",NO PROCESADO MEDIPASS,2023-11-17 12:17:19.592
"2023283136",NO PROCESADO MEDIPASS,2023-11-17 12:17:18.667
"2023278967",NO PROCESADO MEDIPASS,2023-11-17 12:17:17.625
"2023286565",NO PROCESADO MEDIPASS,2023-11-17 11:16:56.061
"2023286538",NO PROCESADO MEDIPASS,2023-11-17 11:16:55.064
"2023282940",NO PROCESADO MEDIPASS,2023-11-17 11:16:53.996
"2023286265",NO PROCESADO MEDIPASS,2023-11-17 04:27:30.206
"2023283754",COTIZ < LIQ DE SUELDO,2023-11-17 04:27:29.054
"2023283650",COTIZ < LIQ DE SUELDO,2023-11-17 04:26:28.317
"2023283594",COTIZ < LIQ DE SUELDO,2023-11-17 04:26:21.413
"2023283493",COTIZ < LIQ DE SUELDO,2023-11-17 04:25:52.917
"2023283446",RENTA = TOPE,2023-11-17 04:25:42.401
"2023282174",COTIZ < LIQ DE SUELDO,2023-11-17 04:24:28.351
"2023282174",RENTA = TOPE,2023-11-17 04:24:28.351
"2023278573",FALTA COTIZ. SALUD,2023-11-17 04:23:14.981
"2023278411",COTIZ < LIQ DE SUELDO,2023-11-17 04:22:12.588
"2023278216",COTIZ < LIQ DE SUELDO,2023-11-17 04:21:36.677
"2023277989",COTIZ < LIQ DE SUELDO,2023-11-17 04:21:16.460
"2023277969",COTIZ < LIQ DE SUELDO,2023-11-17 04:20:36.869
"2023277945",COTIZ < LIQ DE SUELDO,2023-11-17 04:20:23.833
"2023277818",COTIZ < LIQ DE SUELDO,2023-11-17 04:20:02.392
"2023277711",COTIZ < LIQ DE SUELDO,2023-11-17 04:19:43.608
"2023277701",RENTA = TOPE,2023-11-17 04:19:36.580
"2023277590",COTIZ < LIQ DE SUELDO,2023-11-17 04:18:45.388
"2023277570",COTIZ < LIQ DE SUELDO,2023-11-17 04:18:29.894
"2023277538",COTIZ < LIQ DE SUELDO,2023-11-17 04:18:22.206
"2023127009",FALTA COTIZ. SALUD,2023-11-17 04:18:13.629
"2023002049",FALTA COTIZ. SALUD,2023-11-17 04:17:51.988
"2023291033",RENTA = TOPE,2023-11-17 03:35:51.137
"2023291019",COTIZ < LIQ DE SUELDO,2023-11-17 03:35:21.261
"2023290992",COTIZ < LIQ DE SUELDO,2023-11-17 03:35:07.761
"2023290903",COTIZ < LIQ DE SUELDO,2023-11-17 03:34:37.420
"2023290877",COTIZ < LIQ DE SUELDO,2023-11-17 03:34:01.974
"2023290021",COTIZ < LIQ DE SUELDO,2023-11-17 03:33:45.744
"2023286117",COTIZ < LIQ DE SUELDO,2023-11-17 03:33:28.043
"2023286105",COTIZ < LIQ DE SUELDO,2023-11-17 03:32:41.099
"2023283984",COTIZ < LIQ DE SUELDO,2023-11-17 03:32:14.494
"2023283959",COTIZ < LIQ DE SUELDO,2023-11-17 03:31:49.108
"2023283841",COTIZ < LIQ DE SUELDO,2023-11-17 03:31:13.065
"2023283543",NO PROCESADO MEDIPASS,2023-11-17 03:28:39.076
"2023278972",NO PROCESADO MEDIPASS,2023-11-17 03:26:06.084
"2023286153",NO PROCESADO MEDIPASS,2023-11-17 02:16:17.295
"2023278955",NO PROCESADO MEDIPASS,2023-11-17 02:16:16.119
"2023286262",NO PROCESADO MEDIPASS,2023-11-17 01:17:54.357
"2023286002",NO PROCESADO MEDIPASS,2023-11-17 01:17:53.422
"2023283150",NO PROCESADO MEDIPASS,2023-11-17 01:17:52.455
"2023291601",NO IMAGENES CON API,2023-11-17 00:17:44.386
"2023283339",NO PROCESADO MEDIPASS,2023-11-17 00:17:43.317
"2023291467",NO IMAGENES CON API,2023-11-16 23:18:03.215
"2023291453",NO IMAGENES CON API,2023-11-16 23:18:02.233
"2023291431",NO IMAGENES CON API,2023-11-16 23:18:01.123
"2023291358",NO PROCESADO MEDIPASS,2023-11-16 23:17:59.292
"2023291356",NO PROCESADO MEDIPASS,2023-11-16 23:17:58.290
"2023285993",NO PROCESADO MEDIPASS,2023-11-16 23:17:57.253
"2023291401",NO IMAGENES CON API,2023-11-16 22:17:19.644
"2023282586",NO PROCESADO MEDIPASS,2023-11-16 22:17:18.562
"2023291190",NO PROCESADO MEDIPASS,2023-11-16 21:20:18.259
"2023291185",NO PROCESADO MEDIPASS,2023-11-16 21:20:17.249
"2023286535",NO PROCESADO MEDIPASS,2023-11-16 21:20:16.142
"2023286191",NO PROCESADO MEDIPASS,2023-11-16 21:20:15.123
"2023286029",NO PROCESADO MEDIPASS,2023-11-16 21:20:02.612
"2023286022",NO PROCESADO MEDIPASS,2023-11-16 21:20:01.624
"2023283724",COTIZ < LIQ DE SUELDO,2023-11-16 21:19:45.723
"2023283625",COTIZ < LIQ DE SUELDO,2023-11-16 21:19:15.572
"2023283592",COTIZ < LIQ DE SUELDO,2023-11-16 21:18:57.231
"2023283580",COTIZ < LIQ DE SUELDO,2023-11-16 21:18:41.178
"2023283549",NO PROCESADO MEDIPASS,2023-11-16 21:18:13.891
"2023278966",NO PROCESADO MEDIPASS,2023-11-16 21:17:45.472
"2023286242",NO PROCESADO MEDIPASS,2023-11-16 20:30:54.287
"2023286220",COTIZ < LIQ DE SUELDO,2023-11-16 20:30:53.088
"2023286086",COTIZ < LIQ DE SUELDO,2023-11-16 20:28:50.074
"2023283992",COTIZ < LIQ DE SUELDO,2023-11-16 20:28:33.649
"2023283653",COTIZ < LIQ DE SUELDO,2023-11-16 20:25:10.637
"2023283649",RENTA = TOPE,2023-11-16 20:25:04.370
"2023283648",COTIZ < LIQ DE SUELDO,2023-11-16 20:24:57.639
"2023283648",FALTA COTIZ. SALUD,2023-11-16 20:24:57.639
"2023283615",NO HAY IMAGENES PARA DESCARGAR,2023-11-16 20:24:23.993
"2023283608",COTIZ < LIQ DE SUELDO,2023-11-16 20:24:22.962
"2023283534",NO PROCESADO MEDIPASS,2023-11-16 20:23:23.394
"2023283511",NO PROCESADO MEDIPASS,2023-11-16 20:23:22.374
"2023283357",NO PROCESADO MEDIPASS,2023-11-16 20:23:00.598
"2023283325",COTIZ < LIQ DE SUELDO,2023-11-16 20:22:59.476
"2023283296",COTIZ < LIQ DE SUELDO,2023-11-16 20:22:34.985
"2023283281",COTIZ < LIQ DE SUELDO,2023-11-16 20:22:28.117
"2023283264",COTIZ < LIQ DE SUELDO,2023-11-16 20:22:22.467
"2023283264",FALTA COTIZ. SALUD,2023-11-16 20:22:22.467
"2023283263",FALTA COTIZ. SALUD,2023-11-16 20:22:16.576
"2023283204",COTIZ < LIQ DE SUELDO,2023-11-16 20:21:54.365
"2023283173",FALTA COTIZ. SALUD,2023-11-16 20:21:35.150
"2023282885",NO HAY IMAGENES PARA DESCARGAR,2023-11-16 20:20:06.627
"2023278982",NO PROCESADO MEDIPASS,2023-11-16 20:19:54.474
"2023173902",FALTA COTIZ. SALUD,2023-11-16 20:18:24.063
"2023151831",FALTA COTIZ. SALUD,2023-11-16 20:18:16.062
"2023003550",FALTA COTIZ. SALUD,2023-11-16 20:18:08.496
"2023286247",NO PROCESADO MEDIPASS,2023-11-16 19:27:16.338
"2023286100",COTIZ < LIQ DE SUELDO,2023-11-16 19:27:01.991
"2023285193",COTIZ < LIQ DE SUELDO,2023-11-16 19:25:29.546
"2023285170",COTIZ < LIQ DE SUELDO,2023-11-16 19:25:07.933
"2023285071",COTIZ < LIQ DE SUELDO,2023-11-16 19:24:58.289
"2023283866",FALTA COTIZ. SALUD,2023-11-16 19:23:39.796
"2023283818",NO PROCESADO MEDIPASS,2023-11-16 19:23:27.227
"2023283709",FALTA COTIZ. SALUD,2023-11-16 19:22:54.511
"2023283476",COTIZ < LIQ DE SUELDO,2023-11-16 19:22:32.909
"2023283330",NO PROCESADO MEDIPASS,2023-11-16 19:21:54.814
"2023283239",COTIZ < LIQ DE SUELDO,2023-11-16 19:21:06.523
"2023283149",NO PROCESADO MEDIPASS,2023-11-16 19:20:06.938
"2023283135",NO PROCESADO MEDIPASS,2023-11-16 19:20:05.884
"2023278978",NO PROCESADO MEDIPASS,2023-11-16 19:19:51.071
"2023278971",NO PROCESADO MEDIPASS,2023-11-16 19:19:50.075
"2023278952",NO PROCESADO MEDIPASS,2023-11-16 19:19:49.132
"2023278938",NO PROCESADO MEDIPASS,2023-11-16 19:19:48.141
"2023277908",NO PROCESADO MEDIPASS,2023-11-16 19:17:58.796
"2023291281",COTIZ < LIQ DE SUELDO,2023-11-16 18:22:51.943
"2023291098",COTIZ < LIQ DE SUELDO,2023-11-16 18:22:34.080
"2023286168",NO PROCESADO MEDIPASS,2023-11-16 18:21:18.348
"2023286062",NO PROCESADO MEDIPASS,2023-11-16 18:21:17.395
"2023285389",COTIZ < LIQ DE SUELDO,2023-11-16 18:21:05.903
"2023283723",RENTA = TOPE,2023-11-16 18:20:46.155
"2023283527",NO PROCESADO MEDIPASS,2023-11-16 18:20:30.094
"2023283289",COTIZ < LIQ DE SUELDO,2023-11-16 18:19:56.217
"2023283180",FALTA COTIZ. SALUD,2023-11-16 18:19:29.616
"2023283152",NO PROCESADO MEDIPASS,2023-11-16 18:19:19.609
"2023283064",RENTA = TOPE,2023-11-16 18:19:04.090
"2023283064",COTIZ < LIQ DE SUELDO,2023-11-16 18:19:04.090
"2023283051",COTIZ < LIQ DE SUELDO,2023-11-16 18:18:55.827
"2023278623",NO PROCESADO MEDIPASS,2023-11-16 18:18:22.071
"2023278484",COTIZ < LIQ DE SUELDO,2023-11-16 18:18:20.914
"2023291063",COTIZ < LIQ DE SUELDO,2023-11-16 17:22:38.640
"2023290942",COTIZ < LIQ DE SUELDO,2023-11-16 17:22:09.312
"2023286243",NO PROCESADO MEDIPASS,2023-11-16 17:21:54.093
"2023286169",NO PROCESADO MEDIPASS,2023-11-16 17:21:53.060
"2023286049",NO PROCESADO MEDIPASS,2023-11-16 17:21:52.032
"2023286043",NO PROCESADO MEDIPASS,2023-11-16 17:21:50.980
"2023286034",NO PROCESADO MEDIPASS,2023-11-16 17:21:49.931
"2023286026",NO PROCESADO MEDIPASS,2023-11-16 17:21:48.966
"2023283839",NO PROCESADO MEDIPASS,2023-11-16 17:21:47.848
"2023283824",NO PROCESADO MEDIPASS,2023-11-16 17:21:46.860
"2023283815",NO PROCESADO MEDIPASS,2023-11-16 17:21:45.873
"2023283538",NO PROCESADO MEDIPASS,2023-11-16 17:21:44.908
"2023283361",NO PROCESADO MEDIPASS,2023-11-16 17:21:43.900
"2023283336",NO PROCESADO MEDIPASS,2023-11-16 17:21:42.931
"2023283145",NO PROCESADO MEDIPASS,2023-11-16 17:21:29.859
"2023282149",COTIZ < LIQ DE SUELDO,2023-11-16 17:21:22.722
"2023282074",COTIZ < LIQ DE SUELDO,2023-11-16 17:21:15.403
"2023278991",NO PROCESADO MEDIPASS,2023-11-16 17:20:57.688
"2023278921",NO PROCESADO MEDIPASS,2023-11-16 17:20:56.671
"2023278742",RENTA = TOPE,2023-11-16 17:20:26.962
"2023278632",COTIZ < LIQ DE SUELDO,2023-11-16 17:20:06.224
"2023278094",NO PROCESADO MEDIPASS,2023-11-16 17:19:31.590
"2023278081",NO HAY IMAGENES PARA DESCARGAR,2023-11-16 17:19:30.641
"2023277916",NO PROCESADO MEDIPASS,2023-11-16 17:19:29.538
"2023291291",COTIZ < LIQ DE SUELDO,2023-11-16 16:32:12.860
"2023291258",COTIZ < LIQ DE SUELDO,2023-11-16 16:31:52.635
"2023291160",COTIZ < LIQ DE SUELDO,2023-11-16 16:31:43.232
"2023291130",COTIZ < LIQ DE SUELDO,2023-11-16 16:31:06.516
"2023291090",COTIZ < LIQ DE SUELDO,2023-11-16 16:30:12.562
"2023291079",COTIZ < LIQ DE SUELDO,2023-11-16 16:29:56.085
"2023291058",COTIZ < LIQ DE SUELDO,2023-11-16 16:29:42.239
"2023290968",COTIZ < LIQ DE SUELDO,2023-11-16 16:28:11.769
"2023290897",NO HAY IMAGENES PARA DESCARGAR,2023-11-16 16:27:15.311
"2023286176",NO PROCESADO MEDIPASS,2023-11-16 16:26:48.974
"2023286067",NO PROCESADO MEDIPASS,2023-11-16 16:26:47.896
"2023286047",NO PROCESADO MEDIPASS,2023-11-16 16:26:46.908
"2023285098",COTIZ < LIQ DE SUELDO,2023-11-16 16:26:45.776
"2023283838",NO PROCESADO MEDIPASS,2023-11-16 16:26:24.127
"2023283552",NO PROCESADO MEDIPASS,2023-11-16 16:26:23.116
"2023283366",NO PROCESADO MEDIPASS,2023-11-16 16:26:22.116
"2023283359",NO PROCESADO MEDIPASS,2023-11-16 16:26:21.146
"2023283344",NO PROCESADO MEDIPASS,2023-11-16 16:26:20.048
"2023283335",NO PROCESADO MEDIPASS,2023-11-16 16:26:19.057
"2023282189",COTIZ < LIQ DE SUELDO,2023-11-16 16:26:12.327
"2023282167",COTIZ < LIQ DE SUELDO,2023-11-16 16:25:50.221
"2023282115",FALTA COTIZ. SALUD,2023-11-16 16:24:34.552
"2023282066",NO HAY IMAGENES PARA DESCARGAR,2023-11-16 16:24:11.726
"2023282061",FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-11-16 16:24:10.541
"2023282042",COTIZ < LIQ DE SUELDO,2023-11-16 16:23:38.945
"2023278950",NO PROCESADO MEDIPASS,2023-11-16 16:23:00.156
