"folio_recepcion","descripcion","fecha_publicacion"
"2023278672",COTIZ < LIQ DE SUELDO,2023-11-13 21:42:34.949
"2023278649",COTIZ < LIQ DE SUELDO,2023-11-13 21:42:28.510
"2023278649",FALTA COTIZ. SALUD,2023-11-13 21:42:28.510
"2023278639",COTIZ < LIQ DE SUELDO,2023-11-13 21:42:13.726
"2023278488",COTIZ < LIQ DE SUELDO,2023-11-13 21:41:35.813
"2023278468",NO PROCESADO MEDIPASS,2023-11-13 21:41:28.593
"2023278400",COTIZ < LIQ DE SUELDO,2023-11-13 21:41:18.982
"2023278339",COTIZ < LIQ DE SUELDO,2023-11-13 21:40:51.694
"2023278227",FALTA COTIZ. SALUD,2023-11-13 21:39:47.339
"2023278201",COTIZ < LIQ DE SUELDO,2023-11-13 21:39:33.422
"2023278183",FALTA COTIZ. SALUD,2023-11-13 21:38:57.743
"2023278183",COTIZ < LIQ DE SUELDO,2023-11-13 21:38:57.743
"2023278162",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 21:38:36.988
"2023278110",NO PROCESADO MEDIPASS,2023-11-13 21:38:29.575
"2023277979",COTIZ < LIQ DE SUELDO,2023-11-13 21:37:34.952
"2023277967",COTIZ < LIQ DE SUELDO,2023-11-13 21:37:11.231
"2023277944",FALTA COTIZ. SALUD,2023-11-13 21:36:51.343
"2023277944",COTIZ < LIQ DE SUELDO,2023-11-13 21:36:51.343
"2023277901",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 21:36:32.467
"2023277878",FALTA COTIZ. SALUD,2023-11-13 21:36:06.989
"2023277878",COTIZ < LIQ DE SUELDO,2023-11-13 21:36:06.989
"2023277877",FALTA COTIZ. SALUD,2023-11-13 21:36:00.886
"2023277868",FALTA COTIZ. SALUD,2023-11-13 21:35:44.184
"2023277868",COTIZ < LIQ DE SUELDO,2023-11-13 21:35:44.184
"2023277852",COTIZ < LIQ DE SUELDO,2023-11-13 21:35:36.698
"2023277717",COTIZ < LIQ DE SUELDO,2023-11-13 21:34:40.486
"2023277688",RENTA = TOPE,2023-11-13 21:34:23.284
"2023277669",COTIZ < LIQ DE SUELDO,2023-11-13 21:34:06.575
"2023277569",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 21:32:24.885
"2023277531",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 21:31:55.262
"2023277524",FALTA COTIZ. SALUD,2023-11-13 21:31:54.164
"2023277339",FALTA COTIZ. SALUD,2023-11-13 21:31:07.588
"2023277339",COTIZ < LIQ DE SUELDO,2023-11-13 21:31:07.588
"2023275979",COTIZ < LIQ DE SUELDO,2023-11-13 21:30:13.378
"2023275939",NO PROCESADO MEDIPASS,2023-11-13 21:30:07.603
"2023275812",NO PROCESADO MEDIPASS,2023-11-13 21:29:59.629
"2023275765",NO PROCESADO MEDIPASS,2023-11-13 21:29:58.683
"2023275690",NO PROCESADO MEDIPASS,2023-11-13 21:29:57.664
"2023275670",NO PROCESADO MEDIPASS,2023-11-13 21:29:56.707
"2023275654",NO PROCESADO MEDIPASS,2023-11-13 21:29:55.782
"2023275254",NO PROCESADO MEDIPASS,2023-11-13 21:29:54.832
"2023275069",NO PROCESADO MEDIPASS,2023-11-13 21:29:42.493
"2023275064",NO PROCESADO MEDIPASS,2023-11-13 21:29:41.479
"2023275063",NO PROCESADO MEDIPASS,2023-11-13 21:29:40.489
"2023274626",NO PROCESADO MEDIPASS,2023-11-13 21:29:22.821
"2023274302",FALTA COTIZ. SALUD,2023-11-13 21:29:21.807
"2023274302",COTIZ < LIQ DE SUELDO,2023-11-13 21:29:21.807
"2023273988",RENTA = TOPE,2023-11-13 21:27:12.274
"2023273924",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 21:26:42.729
"2023269996",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 21:26:41.756
"2023269982",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 21:26:40.766
"2023269702",COTIZ < LIQ DE SUELDO,2023-11-13 21:25:18.935
"2023269649",FALTA COTIZ. SALUD,2023-11-13 21:24:29.723
"2023269636",COTIZ < LIQ DE SUELDO,2023-11-13 21:24:18.275
"2023269635",FALTA COTIZ. SALUD,2023-11-13 21:24:05.987
"2023269354",FALTA COTIZ. SALUD,2023-11-13 21:23:59.995
"2023266482",COTIZ < LIQ DE SUELDO,2023-11-13 21:23:49.102
"2023266184",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 21:23:34.130
"2023260994",FALTA COTIZ. SALUD,2023-11-13 21:23:33.042
"2023260993",FALTA COTIZ. SALUD,2023-11-13 21:23:22.148
"2023260985",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 21:22:45.797
"2023260848",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 21:21:53.728
"2023260834",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 21:21:38.896
"2023260699",NO PROCESADO MEDIPASS,2023-11-13 21:21:21.738
"2023260637",FALTA COTIZ. SALUD,2023-11-13 21:21:03.979
"2023260637",FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-11-13 21:21:03.979
"2023260344",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 21:18:39.401
"2023026035",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 21:16:07.533
"2023278750",COTIZ < LIQ DE SUELDO,2023-11-13 19:34:08.222
"2023278746",RENTA = TOPE,2023-11-13 19:33:59.764
"2023278525",FALTA COTIZ. SALUD,2023-11-13 19:32:46.602
"2023278525",COTIZ < LIQ DE SUELDO,2023-11-13 19:32:46.602
"2023278376",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 19:31:45.359
"2023278367",COTIZ < LIQ DE SUELDO,2023-11-13 19:31:44.276
"2023278321",COTIZ < LIQ DE SUELDO,2023-11-13 19:31:07.954
"2023278242",COTIZ < LIQ DE SUELDO,2023-11-13 19:30:59.989
"2023278029",COTIZ < LIQ DE SUELDO,2023-11-13 19:29:49.478
"2023278011",COTIZ < LIQ DE SUELDO,2023-11-13 19:29:40.528
"2023277955",COTIZ < LIQ DE SUELDO,2023-11-13 19:29:01.679
"2023277843",COTIZ < LIQ DE SUELDO,2023-11-13 19:28:41.289
"2023277739",FALTA COTIZ. SALUD,2023-11-13 19:28:23.086
"2023277739",COTIZ < LIQ DE SUELDO,2023-11-13 19:28:23.086
"2023277661",RENTA = TOPE,2023-11-13 19:28:01.478
"2023277611",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 19:27:32.798
"2023276431",FALTA COTIZ. SALUD,2023-11-13 19:27:17.873
"2023276280",NO PROCESADO MEDIPASS,2023-11-13 19:27:07.287
"2023275815",NO PROCESADO MEDIPASS,2023-11-13 19:27:06.192
"2023275655",NO PROCESADO MEDIPASS,2023-11-13 19:27:05.184
"2023275073",NO PROCESADO MEDIPASS,2023-11-13 19:27:04.127
"2023274073",COTIZ < LIQ DE SUELDO,2023-11-13 19:26:03.300
"2023274026",COTIZ < LIQ DE SUELDO,2023-11-13 19:25:49.689
"2023274026",FALTA COTIZ. SALUD,2023-11-13 19:25:49.689
"2023269869",COTIZ < LIQ DE SUELDO,2023-11-13 19:25:23.703
"2023269682",COTIZ < LIQ DE SUELDO,2023-11-13 19:24:40.685
"2023260915",FALTA COTIZ. SALUD,2023-11-13 19:24:09.070
"2023260915",COTIZ < LIQ DE SUELDO,2023-11-13 19:24:09.070
"2023260809",COTIZ < LIQ DE SUELDO,2023-11-13 19:23:22.545
"2023260809",FALTA COTIZ. SALUD,2023-11-13 19:23:22.545
"2023260737",COTIZ < LIQ DE SUELDO,2023-11-13 19:22:45.969
"2023260565",COTIZ < LIQ DE SUELDO,2023-11-13 19:21:48.595
"2023260346",COTIZ < LIQ DE SUELDO,2023-11-13 19:20:59.127
"2023260346",FALTA COTIZ. SALUD,2023-11-13 19:20:59.127
"2023260305",COTIZ < LIQ DE SUELDO,2023-11-13 19:20:40.178
"2023260189",COTIZ < LIQ DE SUELDO,2023-11-13 19:20:32.221
"2023260186",COTIZ < LIQ DE SUELDO,2023-11-13 19:20:22.903
"2023260186",FALTA COTIZ. SALUD,2023-11-13 19:20:22.903
"2023260059",COTIZ < LIQ DE SUELDO,2023-11-13 19:19:38.682
"2023196091",FALTA COTIZ. SALUD,2023-11-13 19:18:39.396
"2023187189",FALTA COTIZ. SALUD,2023-11-13 19:18:25.125
"2023173843",FALTA COTIZ. SALUD,2023-11-13 19:18:19.083
"2023159207",FALTA COTIZ. SALUD,2023-11-13 19:18:17.966
"2023018238",FALTA COTIZ. SALUD,2023-11-13 19:17:44.394
"2023002047",FALTA COTIZ. SALUD,2023-11-13 19:17:26.599
"2023283550",NO PROCESADO MEDIPASS,2023-11-13 18:21:15.842
"2023283531",NO PROCESADO MEDIPASS,2023-11-13 18:21:14.863
"2023278708",NO PROCESADO MEDIPASS,2023-11-13 18:20:43.852
"2023278599",NO PROCESADO MEDIPASS,2023-11-13 18:20:36.718
"2023278575",COTIZ < LIQ DE SUELDO,2023-11-13 18:20:35.664
"2023278499",COTIZ < LIQ DE SUELDO,2023-11-13 18:19:12.480
"2023277521",COTIZ < LIQ DE SUELDO,2023-11-13 18:18:18.934
"2023275781",NO PROCESADO MEDIPASS,2023-11-13 18:18:12.956
"2023275779",NO PROCESADO MEDIPASS,2023-11-13 18:18:11.934
"2023269858",RENTA = TOPE,2023-11-13 18:18:03.953
"2023278559",RENTA = TOPE,2023-11-13 17:21:51.499
"2023277848",COTIZ < LIQ DE SUELDO,2023-11-13 17:21:10.932
"2023277519",COTIZ < LIQ DE SUELDO,2023-11-13 17:20:29.074
"2023277432",NO PROCESADO MEDIPASS,2023-11-13 17:20:22.150
"2023276511",NO PROCESADO MEDIPASS,2023-11-13 17:20:21.048
"2023275907",NO PROCESADO MEDIPASS,2023-11-13 17:20:20.059
"2023275770",NO PROCESADO MEDIPASS,2023-11-13 17:20:18.978
"2023275446",NO PROCESADO MEDIPASS,2023-11-13 17:20:02.211
"2023275444",NO PROCESADO MEDIPASS,2023-11-13 17:20:01.241
"2023275419",NO PROCESADO MEDIPASS,2023-11-13 17:20:00.184
"2023275155",NO IMAGENES CON API,2023-11-13 17:19:51.451
"2023275076",NO PROCESADO MEDIPASS,2023-11-13 17:19:50.471
"2023275061",NO PROCESADO MEDIPASS,2023-11-13 17:19:49.420
"2023275040",NO PROCESADO MEDIPASS,2023-11-13 17:19:48.438
"2023274821",NO PROCESADO MEDIPASS,2023-11-13 17:19:47.352
"2023274640",NO PROCESADO MEDIPASS,2023-11-13 17:19:46.307
"2023274349",NO PROCESADO MEDIPASS,2023-11-13 17:19:45.311
"2023274110",NO PROCESADO MEDIPASS,2023-11-13 17:19:34.181
"2023274024",COTIZ < LIQ DE SUELDO,2023-11-13 17:19:32.995
"2023273967",FALTA COTIZ. SALUD,2023-11-13 17:19:13.053
"2023273967",COTIZ < LIQ DE SUELDO,2023-11-13 17:19:13.053
"2023269973",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 17:19:03.660
"2023269952",NO PROCESADO MEDIPASS,2023-11-13 17:19:02.579
"2023269777",COTIZ < LIQ DE SUELDO,2023-11-13 17:18:38.483
"2023260812",COTIZ < LIQ DE SUELDO,2023-11-13 17:18:07.889
"2023260761",FALTA COTIZ. SALUD,2023-11-13 17:18:03.183
"2023260693",NO PROCESADO MEDIPASS,2023-11-13 17:17:52.266
"2023260294",NO PROCESADO MEDIPASS,2023-11-13 17:17:21.641
"2023260150",COTIZ < LIQ DE SUELDO,2023-11-13 17:17:11.114
"2023260064",COTIZ < LIQ DE SUELDO,2023-11-13 17:16:59.117
"2023260018",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 17:16:51.158
"2023278287",NO PROCESADO MEDIPASS,2023-11-13 16:18:01.929
"2023276260",NO PROCESADO MEDIPASS,2023-11-13 16:18:00.922
"2023275917",NO PROCESADO MEDIPASS,2023-11-13 16:17:59.951
"2023275909",NO PROCESADO MEDIPASS,2023-11-13 16:17:58.902
"2023275786",NO PROCESADO MEDIPASS,2023-11-13 16:17:57.905
"2023275633",NO PROCESADO MEDIPASS,2023-11-13 16:17:56.896
"2023275631",NO PROCESADO MEDIPASS,2023-11-13 16:17:55.889
"2023275629",NO PROCESADO MEDIPASS,2023-11-13 16:17:54.838
"2023275045",NO PROCESADO MEDIPASS,2023-11-13 16:17:53.864
"2023274819",NO PROCESADO MEDIPASS,2023-11-13 16:17:52.858
"2023274812",NO PROCESADO MEDIPASS,2023-11-13 16:17:51.226
"2023274642",NO PROCESADO MEDIPASS,2023-11-13 16:17:50.184
"2023274133",NO PROCESADO MEDIPASS,2023-11-13 16:17:49.202
"2023260723",NO PROCESADO MEDIPASS,2023-11-13 16:17:42.217
"2023260479",NO PROCESADO MEDIPASS,2023-11-13 16:17:41.150
"2023260291",NO PROCESADO MEDIPASS,2023-11-13 16:17:40.150
"2023275038",NO PROCESADO MEDIPASS,2023-11-13 15:22:54.815
"2023274271",NO PROCESADO MEDIPASS,2023-11-13 15:22:53.837
"2023274161",NO PROCESADO MEDIPASS,2023-11-13 15:22:52.870
"2023274042",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 15:22:51.921
"2023273928",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 15:22:50.945
"2023269997",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 15:22:49.840
"2023269937",NO PROCESADO MEDIPASS,2023-11-13 15:22:48.757
"2023269655",RENTA = TOPE,2023-11-13 15:22:04.958
"2023260904",COTIZ < LIQ DE SUELDO,2023-11-13 15:21:40.153
"2023260716",NO PROCESADO MEDIPASS,2023-11-13 15:20:40.326
"2023260531",COTIZ < LIQ DE SUELDO,2023-11-13 15:20:11.359
"2023260491",NO PROCESADO MEDIPASS,2023-11-13 15:20:04.877
"2023260472",NO PROCESADO MEDIPASS,2023-11-13 15:20:03.917
"2023260256",NO PROCESADO MEDIPASS,2023-11-13 15:19:37.976
"2023260229",NO PROCESADO MEDIPASS,2023-11-13 15:19:36.859
"2023260090",COTIZ < LIQ DE SUELDO,2023-11-13 15:18:49.385
"2023283124",NO PROCESADO MEDIPASS,2023-11-13 14:20:37.918
"2023275243",NO PROCESADO MEDIPASS,2023-11-13 14:20:36.865
"2023274332",FALTA COTIZ. SALUD,2023-11-13 14:20:35.825
"2023274332",COTIZ < LIQ DE SUELDO,2023-11-13 14:20:35.825
"2023274286",NO PROCESADO MEDIPASS,2023-11-13 14:20:27.320
"2023274118",NO PROCESADO MEDIPASS,2023-11-13 14:20:18.338
"2023274077",FALTA COTIZ. SALUD,2023-11-13 14:20:17.211
"2023274077",COTIZ < LIQ DE SUELDO,2023-11-13 14:20:17.211
"2023260519",NO PROCESADO MEDIPASS,2023-11-13 14:19:33.635
"2023260288",NO PROCESADO MEDIPASS,2023-11-13 14:19:09.204
"2023260274",NO PROCESADO MEDIPASS,2023-11-13 14:19:08.120
"2023260263",NO IMAGENES CON API,2023-11-13 14:19:07.078
"2023194238",FALTA COTIZ. SALUD,2023-11-13 14:18:44.386
"2023189319",FALTA COTIZ. SALUD,2023-11-13 14:18:22.954
"2023018239",FALTA COTIZ. SALUD,2023-11-13 14:17:50.964
"2023274287",NO PROCESADO MEDIPASS,2023-11-13 13:18:22.913
"2023274279",NO PROCESADO MEDIPASS,2023-11-13 13:18:21.922
"2023274151",NO PROCESADO MEDIPASS,2023-11-13 13:18:20.764
"2023274132",NO PROCESADO MEDIPASS,2023-11-13 13:18:19.693
"2023274124",NO PROCESADO MEDIPASS,2023-11-13 13:18:18.651
"2023274054",NO HAY IMAGENES PARA DESCARGAR,2023-11-13 13:18:17.593
"2023274010",COTIZ < LIQ DE SUELDO,2023-11-13 13:18:16.508
"2023269920",NO PROCESADO MEDIPASS,2023-11-13 13:18:08.529
"2023269754",COTIZ < LIQ DE SUELDO,2023-11-13 13:18:07.403
"2023260932",NO PROCESADO MEDIPASS,2023-11-13 13:18:00.690
"2023260510",NO PROCESADO MEDIPASS,2023-11-13 13:17:17.112
"2023260507",NO PROCESADO MEDIPASS,2023-11-13 13:17:16.082
"2023260293",NO PROCESADO MEDIPASS,2023-11-13 13:17:14.914
"2023260283",NO PROCESADO MEDIPASS,2023-11-13 13:17:13.894
"2023260267",NO PROCESADO MEDIPASS,2023-11-13 13:17:12.773
"2023260258",NO PROCESADO MEDIPASS,2023-11-13 13:17:11.779
"2023260224",NO PROCESADO MEDIPASS,2023-11-13 13:17:10.719
"2023260072",FALTA COTIZ. SALUD,2023-11-13 13:17:03.646
"2023260072",COTIZ < LIQ DE SUELDO,2023-11-13 13:17:03.646
"2023278953",NO PROCESADO MEDIPASS,2023-11-13 12:19:13.187
"2023278798",NO PROCESADO MEDIPASS,2023-11-13 12:19:12.220
"2023278795",NO PROCESADO MEDIPASS,2023-11-13 12:19:11.121
"2023278786",NO PROCESADO MEDIPASS,2023-11-13 12:19:10.102
"2023278783",NO PROCESADO MEDIPASS,2023-11-13 12:19:09.065
"2023278778",NO PROCESADO MEDIPASS,2023-11-13 12:19:08.055
"2023278727",NO PROCESADO MEDIPASS,2023-11-13 12:19:07.061
"2023278722",NO PROCESADO MEDIPASS,2023-11-13 12:19:06.105
"2023278718",NO PROCESADO MEDIPASS,2023-11-13 12:19:05.139
"2023278696",NO PROCESADO MEDIPASS,2023-11-13 12:19:04.143
"2023278693",NO PROCESADO MEDIPASS,2023-11-13 12:19:03.200
"2023278690",NO PROCESADO MEDIPASS,2023-11-13 12:19:02.161
"2023278627",NO PROCESADO MEDIPASS,2023-11-13 12:19:01.188
"2023278618",NO PROCESADO MEDIPASS,2023-11-13 12:19:00.203
"2023278613",NO PROCESADO MEDIPASS,2023-11-13 12:18:59.066
"2023278602",NO PROCESADO MEDIPASS,2023-11-13 12:18:58.113
"2023278600",NO PROCESADO MEDIPASS,2023-11-13 12:18:57.124
"2023278597",NO PROCESADO MEDIPASS,2023-11-13 12:18:56.199
"2023278467",NO PROCESADO MEDIPASS,2023-11-13 12:18:55.020
"2023278464",NO PROCESADO MEDIPASS,2023-11-13 12:18:53.915
"2023278462",NO PROCESADO MEDIPASS,2023-11-13 12:18:52.804
"2023278460",NO PROCESADO MEDIPASS,2023-11-13 12:18:50.646
"2023278453",NO PROCESADO MEDIPASS,2023-11-13 12:18:49.569
"2023278449",NO PROCESADO MEDIPASS,2023-11-13 12:18:48.635
"2023278443",NO PROCESADO MEDIPASS,2023-11-13 12:18:47.539
"2023278434",NO PROCESADO MEDIPASS,2023-11-13 12:18:46.576
"2023278428",NO PROCESADO MEDIPASS,2023-11-13 12:18:45.411
"2023278300",NO PROCESADO MEDIPASS,2023-11-13 12:18:44.463
"2023278296",NO PROCESADO MEDIPASS,2023-11-13 12:18:43.414
"2023278292",NO PROCESADO MEDIPASS,2023-11-13 12:18:42.405
"2023278286",NO PROCESADO MEDIPASS,2023-11-13 12:18:41.256
"2023278282",NO PROCESADO MEDIPASS,2023-11-13 12:18:40.244
"2023278280",NO PROCESADO MEDIPASS,2023-11-13 12:18:39.109
"2023278279",NO PROCESADO MEDIPASS,2023-11-13 12:18:38.119
"2023278128",NO PROCESADO MEDIPASS,2023-11-13 12:18:37.039
"2023278126",NO PROCESADO MEDIPASS,2023-11-13 12:18:36.063
"2023278122",NO PROCESADO MEDIPASS,2023-11-13 12:18:34.967
"2023278120",NO PROCESADO MEDIPASS,2023-11-13 12:18:33.818
"2023278117",NO PROCESADO MEDIPASS,2023-11-13 12:18:32.805
"2023278115",NO PROCESADO MEDIPASS,2023-11-13 12:18:31.589
"2023278111",NO PROCESADO MEDIPASS,2023-11-13 12:18:30.563
"2023278105",NO PROCESADO MEDIPASS,2023-11-13 12:18:29.532
"2023277922",NO PROCESADO MEDIPASS,2023-11-13 12:18:28.576
"2023277920",NO PROCESADO MEDIPASS,2023-11-13 12:18:27.572
"2023277914",NO PROCESADO MEDIPASS,2023-11-13 12:18:26.571
"2023277913",NO PROCESADO MEDIPASS,2023-11-13 12:18:25.619
"2023277911",NO PROCESADO MEDIPASS,2023-11-13 12:18:24.642
"2023277778",NO PROCESADO MEDIPASS,2023-11-13 12:18:23.588
"2023277777",NO PROCESADO MEDIPASS,2023-11-13 12:18:22.604
"2023277774",NO PROCESADO MEDIPASS,2023-11-13 12:18:21.667
"2023277766",NO PROCESADO MEDIPASS,2023-11-13 12:18:20.679
"2023277765",NO PROCESADO MEDIPASS,2023-11-13 12:18:19.720
"2023277760",NO PROCESADO MEDIPASS,2023-11-13 12:18:18.532
"2023276901",NO PROCESADO MEDIPASS,2023-11-13 12:18:17.527
"2023260705",NO PROCESADO MEDIPASS,2023-11-13 12:18:16.542
"2023260687",NO PROCESADO MEDIPASS,2023-11-13 12:18:15.445
"2023278601",NO PROCESADO MEDIPASS,2023-11-13 11:18:15.949
"2023278589",NO PROCESADO MEDIPASS,2023-11-13 11:18:14.955
"2023277769",NO PROCESADO MEDIPASS,2023-11-13 11:18:13.925
"2023274280",NO PROCESADO MEDIPASS,2023-11-13 11:18:12.892
"2023269942",NO PROCESADO MEDIPASS,2023-11-13 11:18:11.914
"2023260232",NO PROCESADO MEDIPASS,2023-11-13 11:18:10.888
"2023278283",NO PROCESADO MEDIPASS,2023-11-13 10:16:36.485
"2023278103",NO PROCESADO MEDIPASS,2023-11-13 10:16:35.515
"2023269959",NO PROCESADO MEDIPASS,2023-11-13 05:18:24.380
"2023260943",NO PROCESADO MEDIPASS,2023-11-13 05:18:23.375
"2023260295",NO PROCESADO MEDIPASS,2023-11-13 05:18:22.342
"2023277537",FALTA COTIZ. SALUD,2023-11-13 04:27:06.855
"2023277537",COTIZ < LIQ DE SUELDO,2023-11-13 04:27:06.855
"2023276985",COTIZ < LIQ DE SUELDO,2023-11-13 04:26:04.363
"2023276565",COTIZ < LIQ DE SUELDO,2023-11-13 04:25:05.359
"2023276565",FALTA COTIZ. SALUD,2023-11-13 04:25:05.359
"2023276071",COTIZ < LIQ DE SUELDO,2023-11-13 04:24:14.445
"2023274948",COTIZ < LIQ DE SUELDO,2023-11-13 04:23:42.919
"2023274948",FALTA COTIZ. SALUD,2023-11-13 04:23:42.919
"2023274357",NO IMAGENES CON API,2023-11-13 04:23:20.311
"2023274355",NO PROCESADO MEDIPASS,2023-11-13 04:23:19.340
"2023274330",NO IMAGENES CON API,2023-11-13 04:23:18.388
"2023274323",NO IMAGENES CON API,2023-11-13 04:23:16.457
"2023274284",NO IMAGENES CON API,2023-11-13 04:23:15.425
"2023274197",NO IMAGENES CON API,2023-11-13 04:22:56.194
"2023274196",COTIZ < LIQ DE SUELDO,2023-11-13 04:22:55.097
"2023274196",FALTA COTIZ. SALUD,2023-11-13 04:22:55.097
"2023274184",NO IMAGENES CON API,2023-11-13 04:22:35.898
"2023274177",NO IMAGENES CON API,2023-11-13 04:22:34.912
"2023274150",NO IMAGENES CON API,2023-11-13 04:22:33.867
"2023274076",NO IMAGENES CON API,2023-11-13 04:22:32.835
"2023274012",RENTA = TOPE,2023-11-13 04:22:02.528
"2023274002",NO IMAGENES CON API,2023-11-13 04:21:56.443
"2023273965",NO IMAGENES CON API,2023-11-13 04:21:47.089
"2023269970",NO IMAGENES CON API,2023-11-13 04:21:46.130
"2023269949",NO IMAGENES CON API,2023-11-13 04:21:44.089
"2023269925",NO IMAGENES CON API,2023-11-13 04:21:42.994
"2023269879",NO IMAGENES CON API,2023-11-13 04:21:41.982
"2023269863",NO IMAGENES CON API,2023-11-13 04:21:26.678
"2023269854",NO IMAGENES CON API,2023-11-13 04:21:25.591
"2023269795",NO IMAGENES CON API,2023-11-13 04:21:24.501
"2023269698",NO IMAGENES CON API,2023-11-13 04:20:50.063
"2023269697",NO IMAGENES CON API,2023-11-13 04:20:49.080
"2023269689",NO IMAGENES CON API,2023-11-13 04:20:48.121
"2023269672",NO IMAGENES CON API,2023-11-13 04:20:46.188
"2023269008",FALTA COTIZ. SALUD,2023-11-13 04:20:29.878
"2023269008",COTIZ < LIQ DE SUELDO,2023-11-13 04:20:29.878
"2023266929",COTIZ < LIQ DE SUELDO,2023-11-13 04:20:09.568
"2023266929",FALTA COTIZ. SALUD,2023-11-13 04:20:09.568
