"folio_recepcion","descripcion","fecha_publicacion"
"2023285372",,2023-11-20 04:27:50.960
"2023285127",COTIZ < LIQ DE SUELDO,2023-11-20 01:27:31.398
"2023285202",COTIZ < LIQ DE SUELDO,2023-11-20 01:27:57.209
"2023291036",,2023-11-21 02:16:59.337
"2023290165",,2023-11-20 04:31:47.232
"2023286903",,2023-11-20 14:19:00.815
"2023290277",RENTA = TOPE,2023-11-20 19:22:36.571
"2023285211",RENTA = TOPE,2023-11-20 01:28:04.332
"2023285310",COTIZ < LIQ DE SUELDO,2023-11-20 01:28:25.713
"2023290049",COTIZ < LIQ DE SUELDO,2023-11-20 14:19:48.497
"2023285413",,2023-11-20 01:29:19.385
"2023285414",,2023-11-20 01:29:24.847
"2023285419",,2023-11-20 01:29:37.412
"2023285468",,2023-11-20 01:29:48.525
"2023291287",,2023-11-20 20:34:03.121
"2023286740",,2023-11-20 14:18:11.333
"2023290728",,2023-11-20 14:21:34.767
"2023286502",,2023-11-20 14:18:01.021
"2023290303",COTIZ < LIQ DE SUELDO,2023-11-20 19:22:56.853
"2023286755",,2023-11-20 14:18:24.768
"2023287253",,2023-11-22 17:17:32.082
"2023286854",,2023-11-20 14:18:42.532
"2023290011",,2023-11-20 14:19:14.729
"2023290013",FALTA COTIZ. SALUD,2023-11-20 14:19:29.407
"2023290118",,2023-11-20 14:19:58.534
"2023290255",,2023-11-20 14:20:11.360
"2023290313",,2023-11-20 19:23:12.242
"2023282100",,2023-11-21 14:17:32.153
"2023290307",,2023-11-20 14:20:17.068
"2023278902",COTIZ < LIQ DE SUELDO,2023-11-20 01:19:00.382
"2023290321",COTIZ < LIQ DE SUELDO,2023-11-20 19:23:18.683
"2023282466",,2023-11-20 21:21:00.465
"2023290502",,2023-11-20 01:51:07.442
"2023290577",,2023-11-20 14:20:37.863
"2023290346",,2023-11-20 19:23:24.297
"2023290645",,2023-11-20 14:21:05.112
"2023290697",,2023-11-20 14:21:11.754
"2023291342",,2023-11-20 14:21:47.593
"2023286373",,2023-11-20 15:19:28.392
"2023286504",,2023-11-20 15:20:04.058
"2023290468",,2023-11-20 19:23:48.068
"2023291292",,2023-11-20 20:34:08.795
"2023282045",,2023-11-21 13:18:10.055
"2023286336",,2023-11-20 15:19:16.275
"2023290866",COTIZ < LIQ DE SUELDO,2023-11-20 19:24:48.891
"2023287131",,2023-11-22 18:17:44.370
"2023291923",,2023-11-20 19:25:42.212
"2023292003",,2023-11-20 19:26:12.197
"2023292423",COTIZ < LIQ DE SUELDO,2023-11-20 19:29:40.962
"2023291301",FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-11-20 20:34:16.473
"2023291301",COTIZ < LIQ DE SUELDO,2023-11-20 20:34:16.473
"2023282495",,2023-11-20 21:21:29.027
"2023292444",COTIZ < LIQ DE SUELDO,2023-11-20 19:30:15.125
"2023292451",,2023-11-20 19:30:24.278
"2023291311",,2023-11-20 20:34:22.349
"2023291331",,2023-11-20 20:34:40.609
"2023291896",,2023-11-20 19:25:32.268
"2023282137",,2023-11-21 13:18:21.981
"2023290221",,2023-11-20 19:21:22.753
"2023290231",,2023-11-20 19:21:35.870
"2023290496",,2023-11-20 19:23:55.631
"2023292006",,2023-11-20 19:26:32.225
"2023292203",COTIZ < LIQ DE SUELDO,2023-11-20 19:27:46.917
"2023291470",COTIZ < LIQ DE SUELDO,2023-11-20 20:35:14.163
"2023285580",,2023-11-20 03:31:29.490
"2023290477",FALTA COTIZ. SALUD,2023-11-20 04:32:16.422
"2023282274",,2023-11-21 14:17:39.449
"2023286315",,2023-11-20 04:28:50.603
"2023287605",,2023-11-22 20:33:05.105
"2023286910",COTIZ < LIQ DE SUELDO,2023-11-20 19:19:57.063
"2023282365",COTIZ < LIQ DE SUELDO,2023-11-21 14:17:45.417
"2023282646",RENTA = TOPE,2023-11-20 21:22:54.880
"2023286378",,2023-11-20 04:29:03.666
"2023286895",,2023-11-20 19:19:51.055
"2023282442",,2023-11-21 14:17:51.719
"2023290089",,2023-11-20 19:20:28.980
"2023292492",,2023-11-20 19:31:01.665
"2023291491",NO HAY IMAGENES PARA DESCARGAR,2023-11-20 20:35:15.257
"2023287046",COTIZ < LIQ DE SUELDO,2023-11-23 15:18:37.302
"2023285798",,2023-11-21 13:18:46.535
"2023290554",,2023-11-20 19:24:13.591
"2023286431",,2023-11-20 04:29:12.323
"2023292648",,2023-11-20 20:35:37.849
"2023292212",COTIZ < LIQ DE SUELDO,2023-11-20 19:27:59.084
"2023004229",FALTA COTIZ. SALUD,2023-11-22 21:18:05.674
"2023290344",,2023-11-20 04:32:06.928
"2023283560",,2023-11-20 04:21:50.828
"2023285557",COTIZ < LIQ DE SUELDO,2023-11-20 04:28:34.474
"2023286445",RENTA = TOPE,2023-11-20 04:29:37.201
"2023286445",COTIZ < LIQ DE SUELDO,2023-11-20 04:29:37.201
"2023285873",,2023-11-21 13:18:52.255
"2023290501",,2023-11-20 19:24:02.050
"2023291166",,2023-11-20 21:31:28.966
"2023282675",,2023-11-20 21:22:55.728
"2023283439",,2023-11-20 04:21:13.750
"2023283038",,2023-11-20 04:19:28.791
"2023282739",,2023-11-21 14:18:19.352
"2023292220",,2023-11-20 19:28:14.421
"2023282682",,2023-11-20 21:23:00.741
"2023292169",,2023-11-20 19:27:32.723
"2023291998",COTIZ < LIQ DE SUELDO,2023-11-20 17:19:00.258
"2023292245",,2023-11-20 17:21:26.708
"2023292355",,2023-11-20 17:22:05.801
"2023292602",,2023-11-20 17:25:25.060
"2023292776",,2023-11-20 17:27:58.508
"2023292822",,2023-11-20 17:29:03.111
"2023287614",,2023-11-22 20:33:13.231
"2023291084",,2023-11-20 19:25:01.405
"2023286320",,2023-11-20 21:25:38.583
"2023291049",,2023-11-21 13:19:02.652
"2023292868",,2023-11-20 17:29:16.668
"2023286432",,2023-11-20 21:26:08.941
"2023286492",,2023-11-20 21:26:15.306
"2023290055",,2023-11-20 21:26:43.172
"2023287188",NO HAY IMAGENES PARA DESCARGAR,2023-11-22 18:17:45.748
"2023291429",,2023-11-20 19:25:24.897
"2023290413",FALTA COTIZ. SALUD,2023-11-20 21:27:03.348
"2023292433",COTIZ < LIQ DE SUELDO,2023-11-20 17:23:45.075
"2023291328",,2023-11-21 13:19:28.468
"2023290713",COTIZ < LIQ DE SUELDO,2023-11-20 21:28:12.271
"2023282765",,2023-11-21 14:18:29.830
"2023291958",COTIZ < LIQ DE SUELDO,2023-11-20 19:25:53.816
"2023292627",COTIZ < LIQ DE SUELDO,2023-11-20 17:26:39.542
"2023290981",,2023-11-20 21:28:53.889
"2023292231",,2023-11-23 16:18:03.363
"2023282995",,2023-11-21 14:18:48.428
"2023287087",FALTA COTIZ. SALUD,2023-11-23 15:19:10.267
"2023291097",,2023-11-20 21:30:42.016
"2023285008",,2023-11-21 14:18:56.046
"2023287617",,2023-11-22 20:33:26.020
"2023292622",COTIZ < LIQ DE SUELDO,2023-11-20 17:26:32.280
"2023291915",COTIZ < LIQ DE SUELDO,2023-11-20 04:33:43.863
"2023292615",,2023-11-20 17:26:10.041
"2023285123",,2023-11-21 14:19:10.536
"2023292397",,2023-11-20 17:23:26.209
"2023292496",COTIZ < LIQ DE SUELDO,2023-11-20 19:31:09.209
"2023297005",,2023-11-23 18:18:33.715
"2023285394",,2023-11-21 14:19:53.627
"2023287174",,2023-11-23 15:19:16.159
"2023291593",,2023-11-23 14:18:35.826
"2023292499",FALTA COTIZ. SALUD,2023-11-20 19:31:27.587
"2023287657",,2023-11-22 20:34:10.058
"2023005024",,2023-11-22 21:18:11.613
"2023287835",,2023-11-22 20:36:41.893
"2023292504",COTIZ < LIQ DE SUELDO,2023-11-20 19:31:35.835
"2023292305",,2023-11-23 16:18:19.006
"2023292477",,2023-11-22 15:18:14.966
"2023290492",COTIZ < LIQ DE SUELDO,2023-11-21 14:21:06.278
"2023287163",,2023-11-21 14:20:14.649
"2023282060",,2023-11-21 14:17:15.533
"2023290282",,2023-11-21 14:20:37.611
"2023292155",,2023-11-23 14:18:49.370
"2023287846",,2023-11-22 20:36:59.638
"2023107081",FALTA COTIZ. SALUD,2023-11-22 21:18:24.917
"2023282710",,2023-11-21 14:18:11.856
"2023285726",,2023-11-21 14:20:02.591
"2023027092",FALTA COTIZ. SALUD,2023-11-22 16:17:31.308
"2023292561",,2023-11-20 19:32:09.419
"2023292586",COTIZ < LIQ DE SUELDO,2023-11-20 19:32:30.388
"2023292601",,2023-11-20 19:32:39.537
"2023292830",FALTA COTIZ. SALUD,2023-11-20 19:33:16.429
"2023292976",FALTA COTIZ. SALUD,2023-11-20 19:33:34.670
"2023287180",COTIZ < LIQ DE SUELDO,2023-11-23 15:19:22.621
"2023287847",,2023-11-22 20:37:11.894
"2023291598",,2023-11-20 04:33:30.348
"2023194255",FALTA COTIZ. SALUD,2023-11-22 21:18:48.848
"2023292237",,2023-11-23 14:19:12.790
"2023290520",COTIZ < LIQ DE SUELDO,2023-11-20 04:32:38.738
"2023286340",COTIZ < LIQ DE SUELDO,2023-11-20 04:28:59.086
"2023286954",,2023-11-20 14:19:07.008
"2023290546",COTIZ < LIQ DE SUELDO,2023-11-20 04:32:44.330
"2023287860",,2023-11-22 20:37:31.155
"2023294578",,2023-11-21 15:24:10.467
"2023111509",FALTA COTIZ. SALUD,2023-11-22 16:17:32.366
"2023292675",,2023-11-23 16:19:03.353
"2023282027",,2023-11-20 14:17:13.474
"2023290208",,2023-11-20 04:31:58.601
"2023290706",,2023-11-20 04:33:03.594
"2023287398",,2023-11-22 17:17:40.838
"2023173931",FALTA COTIZ. SALUD,2023-11-22 16:17:39.591
"2023292442",,2023-11-23 14:19:30.512
"2023287164",,2023-11-21 14:20:22.191
"2023290245",FALTA COTIZ. SALUD,2023-11-21 14:20:28.194
"2023290314",,2023-11-21 14:20:44.735
"2023294477",,2023-11-21 16:32:49.326
"2023287677",COTIZ < LIQ DE SUELDO,2023-11-22 17:17:47.634
"2023290316",,2023-11-21 14:20:49.783
"2023293945",,2023-11-24 20:16:08.165
"2023286480",,2023-11-20 04:29:47.051
"2023290575",,2023-11-21 14:21:12.783
"2023283420",,2023-11-20 04:20:42.707
"2023290574",,2023-11-20 04:32:50.492
"2023291138",,2023-11-21 14:21:32.379
"2023294483",,2023-11-21 14:21:48.891
"2023294499",NO HAY IMAGENES PARA DESCARGAR,2023-11-21 14:21:49.990
"2023173939",NO HAY IMAGENES PARA DESCARGAR,2023-11-22 16:17:40.694
"2023286808",COTIZ < LIQ DE SUELDO,2023-11-20 04:30:22.363
"2023294514",,2023-11-21 14:22:00.944
"2023285074",,2023-11-22 21:18:55.469
"2023292447",COTIZ < LIQ DE SUELDO,2023-11-23 14:19:38.406
"2023294555",,2023-11-21 14:22:11.455
"2023289063",,2023-11-22 17:17:56.939
"2023285387",,2023-11-22 21:19:24.432
"2023289068",,2023-11-22 17:18:07.700
"2023294625",,2023-11-21 16:34:40.739
"2023287257",,2023-11-23 15:19:29.712
"2023289130",,2023-11-22 17:18:14.177
"2023294809",,2023-11-21 16:36:46.932
"2023285410",,2023-11-22 16:19:55.937
"2023287875",,2023-11-22 20:37:52.893
"2023289372",NO HAY IMAGENES PARA DESCARGAR,2023-11-22 17:18:15.314
"2023285600",,2023-11-22 21:19:38.285
"2023294601",COTIZ < LIQ DE SUELDO,2023-11-21 16:34:03.338
"2023291341",,2023-11-20 21:32:45.593
"2023287904",NO HAY IMAGENES PARA DESCARGAR,2023-11-22 20:38:17.570
"2023294468",,2023-11-21 16:32:35.241
"2023292880",,2023-11-23 14:19:50.249
"2023289410",RENTA = TOPE,2023-11-22 17:18:37.439
"2023285093",,2023-11-20 01:27:10.923
"2023285180",,2023-11-20 01:27:49.941
"2023285218",,2023-11-20 01:28:17.734
"2023285317",,2023-11-20 01:28:31.307
"2023285331",,2023-11-20 01:28:44.039
"2023285337",,2023-11-20 01:29:03.375
"2023285603",,2023-11-20 01:33:02.988
"2023285620",,2023-11-20 01:33:38.045
"2023287033",,2023-11-27 14:17:48.832
"2023285523",,2023-11-20 01:31:27.111
"2023285708",,2023-11-20 01:34:08.611
"2023289461",RENTA = TOPE,2023-11-22 17:18:46.211
"2023285525",,2023-11-20 01:31:37.140
"2023285707",,2023-11-20 01:34:01.810
"2023285948",,2023-11-20 01:37:30.770
"2023290062",,2023-11-20 01:46:43.564
"2023285467",FALTA COTIZ. SALUD,2023-11-20 20:25:03.158
"2023289395",,2023-11-22 21:20:41.695
"2023285596",COTIZ < LIQ DE SUELDO,2023-11-20 03:31:57.981
"2023285731",RENTA = TOPE,2023-11-20 01:34:26.673
"2023285731",COTIZ < LIQ DE SUELDO,2023-11-20 01:34:26.673
"2023285746",COTIZ < LIQ DE SUELDO,2023-11-20 01:34:55.319
"2023285801",FALTA COTIZ. SALUD,2023-11-20 01:36:02.812
"2023289576",,2023-11-22 17:18:54.478
"2023285484",COTIZ < LIQ DE SUELDO,2023-11-20 04:28:22.747
"2023285749",,2023-11-20 01:35:26.245
"2023287310",,2023-11-23 15:19:59.105
"2023285125",,2023-11-20 01:27:21.730
"2023285335",,2023-11-20 01:28:50.777
"2023285418",,2023-11-20 01:29:32.049
"2023285526",,2023-11-20 01:31:46.599
"2023285532",,2023-11-20 01:31:59.790
"2023285548",,2023-11-20 01:32:09.479
"2023285550",,2023-11-20 01:32:20.325
"2023285560",,2023-11-20 01:32:27.965
"2023285607",,2023-11-20 01:33:10.746
"2023285733",,2023-11-20 01:34:32.098
"2023285748",,2023-11-20 01:35:18.681
"2023285795",,2023-11-20 01:35:57.729
"2023285927",,2023-11-20 01:37:02.110
"2023285933",FALTA COTIZ. SALUD,2023-11-20 01:37:18.609
"2023285969",COTIZ < LIQ DE SUELDO,2023-11-20 01:37:47.272
"2023285979",,2023-11-20 01:38:12.524
"2023182112",FALTA COTIZ. SALUD,2023-11-22 16:17:41.655
"2023285809",,2023-11-20 01:36:10.163
"2023287930",,2023-11-22 20:38:44.760
"2023289590",,2023-11-22 17:19:01.937
"2023285690",,2023-11-20 01:33:49.737
"2023292845",FALTA COTIZ. SALUD,2023-11-23 16:19:34.395
"2023285573",,2023-11-20 01:32:39.759
"2023297407",,2023-11-24 20:16:22.099
"2023289655",COTIZ < LIQ DE SUELDO,2023-11-22 17:19:15.592
"2023285488",,2023-11-20 01:30:23.370
"2023285876",,2023-11-20 01:36:39.107
"2023285976",,2023-11-20 01:38:01.354
"2023196093",NO HAY IMAGENES PARA DESCARGAR,2023-11-22 16:17:42.732
"2023294327",,2023-11-20 20:35:44.912
"2023285598",,2023-11-20 01:32:56.454
"2023285618",COTIZ < LIQ DE SUELDO,2023-11-20 01:33:26.121
"2023285679",,2023-11-20 01:33:43.996
"2023285816",,2023-11-20 01:36:18.580
"2023287332",,2023-11-23 15:20:04.704
"2023283009",,2023-11-20 01:19:39.015
"2023283632",COTIZ < LIQ DE SUELDO,2023-11-20 01:22:58.609
"2023283842",,2023-11-20 01:24:08.796
"2023283884",COTIZ < LIQ DE SUELDO,2023-11-20 01:25:30.340
"2023283933",,2023-11-20 01:25:59.566
"2023283935",,2023-11-20 01:26:13.887
"2023286093",,2023-11-20 01:38:48.040
"2023287999",,2023-11-22 20:39:15.143
"2023283907",,2023-11-20 01:25:38.140
"2023289738",,2023-11-22 17:19:21.079
"2023285879",NO HAY IMAGENES PARA DESCARGAR,2023-11-20 01:36:40.059
"2023289552",,2023-11-22 21:21:36.038
"2023287275",,2023-11-21 16:22:15.309
"2023292501",,2023-11-22 17:21:44.895
"2023283572",,2023-11-20 01:22:21.723
"2023293312",COTIZ < LIQ DE SUELDO,2023-11-23 16:20:26.836
"2023292578",,2023-11-22 17:21:53.626
"2023286226",,2023-11-20 01:39:11.600
"2023291722",FALTA COTIZ. SALUD,2023-11-23 15:20:13.183
"2023283564",,2023-11-20 01:22:13.845
"2023283654",,2023-11-20 01:23:12.968
"2023286092",COTIZ < LIQ DE SUELDO,2023-11-20 01:38:33.461
"2023294691",COTIZ < LIQ DE SUELDO,2023-11-28 02:30:52.001
"2023291040",,2023-11-21 17:24:27.425
"2023283178",,2023-11-20 01:20:25.921
"2023283557",,2023-11-20 01:22:06.909
"2023283655",,2023-11-20 01:23:20.236
"2023283711",,2023-11-20 01:23:48.312
"2023283957",,2023-11-20 01:26:33.433
"2023289005",,2023-11-22 20:39:25.700
"2023283603",,2023-11-20 01:22:34.215
"2023289567",,2023-11-22 21:22:20.635
"2023286912",,2023-11-20 01:45:24.545
"2023290448",,2023-11-20 01:50:06.933
"2023291908",,2023-11-23 15:20:45.333
"2023283657",COTIZ < LIQ DE SUELDO,2023-11-20 01:23:27.855
"2023283768",,2023-11-20 01:24:03.247
"2023283867",,2023-11-20 01:24:46.971
"2023285898",FALTA COTIZ. SALUD,2023-11-20 01:36:49.142
"2023289024",,2023-11-22 20:39:38.980
"2023283555",,2023-11-20 01:21:53.627
"2023283911",,2023-11-20 01:25:53.837
"2023285900",,2023-11-20 03:35:49.722
"2023290689",,2023-11-20 01:53:33.300
"2023289048",,2023-11-22 20:40:50.901
"2023286081",,2023-11-20 01:38:28.154
"2023290095",,2023-11-20 01:47:17.448
"2023289588",,2023-11-22 21:22:50.241
"2023293352",,2023-11-23 16:20:37.538
"2023291400",,2023-11-22 21:23:33.774
"2023290074",COTIZ < LIQ DE SUELDO,2023-11-20 01:47:00.942
"2023290204",,2023-11-20 01:48:16.428
"2023291961",,2023-11-23 15:21:05.964
"2023297509",,2023-11-24 20:16:28.744
"2023283421",COTIZ < LIQ DE SUELDO,2023-11-20 01:21:29.122
"2023285165",,2023-11-20 01:27:39.031
"2023285487",,2023-11-20 01:29:58.571
"2023291270",,2023-11-20 20:33:51.628
"2023290034",COTIZ < LIQ DE SUELDO,2023-11-20 01:46:27.807
"2023286896",,2023-11-20 20:28:07.615
"2023285885",NO HAY IMAGENES PARA DESCARGAR,2023-11-20 01:36:40.998
"2023286343",COTIZ < LIQ DE SUELDO,2023-11-20 01:40:01.495
"2023290202",,2023-11-20 01:47:54.327
"2023290258",,2023-11-20 01:48:39.323
"2023291980",COTIZ < LIQ DE SUELDO,2023-11-23 15:21:20.943
"2023290137",,2023-11-20 01:47:42.481
"2023291478",,2023-11-20 01:54:47.283
"2023291607",,2023-11-20 01:55:28.692
"2023292041",FECHA CONTRATO TRABAJO EQ FECHA AFILIACION ENTIDAD PREVISIONAL,2023-11-20 01:55:44.037
"2023292041",FALTA COTIZ. SALUD,2023-11-20 01:55:44.037
"2023291878",,2023-11-22 21:23:51.263
"2023283878",,2023-11-20 01:24:54.778
"2023286329",,2023-11-20 01:39:47.178
"2023286484",,2023-11-20 01:41:25.442
"2023290402",,2023-11-20 01:49:49.264
"2023287035",NO HAY IMAGENES PARA DESCARGAR,2023-11-27 14:17:49.854
"2023290092",,2023-11-20 01:47:12.796
"2023286472",,2023-11-20 01:41:20.274
"2023291985",NO HAY IMAGENES PARA DESCARGAR,2023-11-23 15:21:22.169
"2023290322",,2023-11-20 01:49:10.741
"2023292081",,2023-11-23 15:21:33.437
"2023285577",,2023-11-20 01:32:47.248
"2023293412",,2023-11-23 16:20:48.608
"2023290068",,2023-11-20 01:46:51.926
"2023289057",,2023-11-22 20:41:02.118
"2023290811",,2023-11-20 01:54:34.124
"2023291880",,2023-11-22 21:23:56.889
"2023297076",,2023-11-28 02:32:02.294
"2023282932",COTIZ < LIQ DE SUELDO,2023-11-20 20:24:14.462
"2023286664",,2023-11-20 01:42:32.685
"2023290498",,2023-11-20 01:50:50.432
"2023292004",,2023-11-20 01:55:36.336
"2023289076",,2023-11-22 20:41:49.796
"2023286451",COTIZ < LIQ DE SUELDO,2023-11-20 01:40:51.993
"2023290666",,2023-11-20 01:53:15.735
"2023290775",,2023-11-20 01:53:56.937
"2023290793",,2023-11-20 01:54:03.279
"2023292252",COTIZ < LIQ DE SUELDO,2023-11-20 01:55:51.478
"2023293542",,2023-11-23 16:20:57.440
"2023297247",,2023-11-28 02:32:19.405
"2023286297",,2023-11-20 01:39:23.986
"2023286422",,2023-11-20 01:40:29.883
"2023290022",,2023-11-20 01:46:22.363
"2023290276",,2023-11-20 01:49:00.845
"2023291949",COTIZ < LIQ DE SUELDO,2023-11-22 21:24:38.965
"2023286470",,2023-11-20 01:41:19.158
"2023292227",,2023-11-23 15:22:12.829
"2023282035",,2023-11-22 16:18:00.158
"2023290526",,2023-11-20 01:51:22.526
"2023286801",FALTA COTIZ. SALUD,2023-11-20 02:16:06.584
"2023286710",,2023-11-20 01:43:38.658
"2023290545",,2023-11-20 01:51:36.104
"2023290654",,2023-11-20 01:52:12.831
"2023291599",,2023-11-20 01:55:18.735
"2023285076",COTIZ < LIQ DE SUELDO,2023-11-22 16:18:29.732
"2023289089",,2023-11-22 20:42:05.944
"2023285110",,2023-11-22 16:18:46.099
"2023292051",,2023-11-22 21:25:55.266
"2023285168",,2023-11-22 16:18:59.119
