"folio_recepcion","descripcion","fecha_publicacion"
"2023278283",NO PROCESADO MEDIPASS,2023-11-13 10:16:36.485
"2023286553",NO PROCESADO MEDIPASS,2023-11-15 12:44:55.273
"2023278799",NO PROCESADO MEDIPASS,2023-11-15 21:24:11.311
"2023290844",NO PROCESADO MEDIPASS,2023-11-15 12:46:20.124
"2023282796",NO IMAGENES CON API,2023-11-16 12:18:26.350
"2023278953",NO PROCESADO MEDIPASS,2023-11-13 12:19:13.187
"2023278057",COTIZ < LIQ DE SUELDO,2023-11-16 14:18:39.480
"2023278755",COTIZ < LIQ DE SUELDO,2023-11-16 14:19:30.098
"2023282020",NO PROCESADO MEDIPASS,2023-11-15 18:21:47.287
"2023266329",NO PROCESADO MEDIPASS,2023-11-09 14:20:58.072
"2023276285",NO PROCESADO MEDIPASS,2023-11-14 16:21:02.508
"2023286022",NO PROCESADO MEDIPASS,2023-11-16 21:20:01.624
"2023290737",NO PROCESADO MEDIPASS,2023-11-15 12:46:13.061
"2023276164",NO PROCESADO MEDIPASS,2023-11-10 12:18:13.214
"2023276260",NO PROCESADO MEDIPASS,2023-11-13 16:18:00.922
"2023260480",NO PROCESADO MEDIPASS,2023-11-10 17:18:59.389
"2023275655",NO PROCESADO MEDIPASS,2023-11-13 19:27:05.184
"2023173825",FALTA COTIZ. SALUD,2023-11-13 04:17:40.949
"2023282004",NO PROCESADO MEDIPASS,2023-11-15 21:24:12.332
"2023269965",NO HAY IMAGENES PARA DESCARGAR,2023-11-10 21:19:40.084
"2023269986",NO HAY IMAGENES PARA DESCARGAR,2023-11-10 21:19:41.097
"2023274182",COTIZ < LIQ DE SUELDO,2023-11-10 21:20:04.128
"2023274198",COTIZ < LIQ DE SUELDO,2023-11-10 21:20:12.294
"2023274198",FALTA COTIZ. SALUD,2023-11-10 21:20:12.294
"2023260090",COTIZ < LIQ DE SUELDO,2023-11-13 15:18:49.385
"2023276356",NO PROCESADO MEDIPASS,2023-11-15 15:20:31.037
"2023274110",NO PROCESADO MEDIPASS,2023-11-13 17:19:34.181
"2023276224",NO PROCESADO MEDIPASS,2023-11-10 17:20:00.076
"2023286169",NO PROCESADO MEDIPASS,2023-11-16 17:21:53.060
"2023260677",NO PROCESADO MEDIPASS,2023-11-14 19:16:34.956
"2023277319",NO PROCESADO MEDIPASS,2023-11-10 12:19:15.104
"2023275659",NO PROCESADO MEDIPASS,2023-11-09 13:38:43.205
"2023285020",NO IMAGENES CON API,2023-11-16 12:19:00.339
"2023278961",NO PROCESADO MEDIPASS,2023-11-14 10:18:28.098
"2023276720",NO PROCESADO MEDIPASS,2023-11-15 12:33:22.032
"2023260710",NO IMAGENES CON API,2023-11-13 04:18:52.790
"2023269903",NO PROCESADO MEDIPASS,2023-11-15 15:19:47.066
"2023283547",NO PROCESADO MEDIPASS,2023-11-14 12:18:49.639
"2023291217",NO PROCESADO MEDIPASS,2023-11-16 13:23:37.894
"2023276282",NO PROCESADO MEDIPASS,2023-11-15 19:17:12.922
"2023277495",NO PROCESADO MEDIPASS,2023-11-10 12:19:28.845
"2023275649",NO PROCESADO MEDIPASS,2023-11-09 13:38:40.252
"2023260780",COTIZ < LIQ DE SUELDO,2023-11-09 16:21:38.716
"2023260780",FALTA COTIZ. SALUD,2023-11-09 16:21:38.716
"2023260327",COTIZ < LIQ DE SUELDO,2023-11-09 16:20:51.216
"2023260327",FALTA COTIZ. SALUD,2023-11-09 16:20:51.216
"2023260517",NO PROCESADO MEDIPASS,2023-11-13 00:16:48.238
"2023276495",NO PROCESADO MEDIPASS,2023-11-14 18:17:58.592
"2023278982",NO PROCESADO MEDIPASS,2023-11-16 20:19:54.474
"2023282304",NO IMAGENES CON API,2023-11-15 19:26:33.919
"2023278613",NO PROCESADO MEDIPASS,2023-11-13 12:18:59.066
"2023282527",NO IMAGENES CON API,2023-11-16 13:22:21.267
"2023278978",NO PROCESADO MEDIPASS,2023-11-16 19:19:51.071
"2023260960",NO PROCESADO MEDIPASS,2023-11-10 13:17:34.756
"2023285005",NO IMAGENES CON API,2023-11-16 12:18:57.369
"2023260258",NO PROCESADO MEDIPASS,2023-11-13 13:17:11.779
"2023260241",NO PROCESADO MEDIPASS,2023-11-10 15:19:03.501
"2023275823",NO PROCESADO MEDIPASS,2023-11-09 13:39:03.061
"2023282390",NO IMAGENES CON API,2023-11-16 13:21:58.966
"2023260459",COTIZ < LIQ DE SUELDO,2023-11-13 22:18:22.869
"2023290175",NO PROCESADO MEDIPASS,2023-11-15 15:26:51.373
"2023276230",NO PROCESADO MEDIPASS,2023-11-10 12:18:27.278
"2023278597",NO PROCESADO MEDIPASS,2023-11-13 12:18:56.199
"2023276713",NO PROCESADO MEDIPASS,2023-11-10 11:19:07.610
"2023266107",NO PROCESADO MEDIPASS,2023-11-09 13:32:53.080
"2023173849",NO HAY IMAGENES PARA DESCARGAR,2023-11-15 03:16:49.675
"2023274451",COTIZ < LIQ DE SUELDO,2023-11-15 12:20:07.684
"2023260974",NO PROCESADO MEDIPASS,2023-11-10 14:18:03.666
"2023278618",NO PROCESADO MEDIPASS,2023-11-13 12:19:00.203
"2023275063",NO PROCESADO MEDIPASS,2023-11-13 21:29:40.489
"2023283829",NO PROCESADO MEDIPASS,2023-11-16 15:20:24.132
"2023278654",COTIZ < LIQ DE SUELDO,2023-11-16 15:19:55.586
"2023277785",NO PROCESADO MEDIPASS,2023-11-15 17:18:39.500
"2023276195",NO PROCESADO MEDIPASS,2023-11-10 12:18:22.406
"2023282025",NO PROCESADO MEDIPASS,2023-11-15 14:18:10.445
"2023274284",NO IMAGENES CON API,2023-11-13 04:23:15.425
"2023274817",NO PROCESADO MEDIPASS,2023-11-15 03:26:05.109
"2023269085",NO PROCESADO MEDIPASS,2023-11-09 17:19:13.701
"2023278462",NO PROCESADO MEDIPASS,2023-11-13 12:18:52.804
"2023275668",NO PROCESADO MEDIPASS,2023-11-09 13:38:44.265
"2023278624",NO PROCESADO MEDIPASS,2023-11-15 18:21:35.557
"2023286052",NO PROCESADO MEDIPASS,2023-11-14 12:19:10.435
"2023286252",NO PROCESADO MEDIPASS,2023-11-14 12:19:23.107
"2023275770",NO PROCESADO MEDIPASS,2023-11-13 17:20:18.978
"2023276212",NO PROCESADO MEDIPASS,2023-11-14 18:17:55.626
"2023282943",NO IMAGENES CON API,2023-11-16 12:18:44.932
"2023283357",NO PROCESADO MEDIPASS,2023-11-16 20:23:00.598
"2023291195",NO PROCESADO MEDIPASS,2023-11-15 18:21:54.192
"2023276302",NO PROCESADO MEDIPASS,2023-11-10 12:18:41.828
"2023269573",NO IMAGENES CON API,2023-11-09 19:18:43.193
"2023278991",NO PROCESADO MEDIPASS,2023-11-16 17:20:57.688
"2023275650",NO PROCESADO MEDIPASS,2023-11-09 13:38:41.204
"2023274177",NO IMAGENES CON API,2023-11-13 04:22:34.912
"2023282642",NO IMAGENES CON API,2023-11-16 13:22:33.410
"2023266297",COTIZ < LIQ DE SUELDO,2023-11-09 22:18:44.954
"2023266297",FALTA COTIZ. SALUD,2023-11-09 22:18:44.954
"2023266806",FALTA COTIZ. SALUD,2023-11-09 22:20:43.647
"2023278697",NO PROCESADO MEDIPASS,2023-11-16 12:17:56.206
"2023266212",COTIZ < LIQ DE SUELDO,2023-11-09 23:20:15.879
"2023277777",NO PROCESADO MEDIPASS,2023-11-13 12:18:22.604
"2023286549",NO PROCESADO MEDIPASS,2023-11-15 12:44:53.205
"2023276257",NO PROCESADO MEDIPASS,2023-11-14 18:17:56.616
"2023275781",NO PROCESADO MEDIPASS,2023-11-13 18:18:12.956
"2023260491",NO PROCESADO MEDIPASS,2023-11-13 15:20:04.877
"2023269952",NO PROCESADO MEDIPASS,2023-11-13 17:19:02.579
"2023266129",NO PROCESADO MEDIPASS,2023-11-09 21:19:24.613
"2023286070",NO PROCESADO MEDIPASS,2023-11-14 12:19:13.391
"2023283125",NO PROCESADO MEDIPASS,2023-11-14 12:18:36.782
"2023269672",NO IMAGENES CON API,2023-11-13 04:20:46.188
"2023266167",NO PROCESADO MEDIPASS,2023-11-09 13:32:57.383
"2023276254",NO PROCESADO MEDIPASS,2023-11-09 13:39:16.406
"2023285449",NO PROCESADO MEDIPASS,2023-11-16 14:19:41.729
"2023278280",NO PROCESADO MEDIPASS,2023-11-13 12:18:39.109
"2023274637",NO PROCESADO MEDIPASS,2023-11-09 13:36:56.415
"2023269105",NO PROCESADO MEDIPASS,2023-11-09 13:34:00.171
"2023277328",NO PROCESADO MEDIPASS,2023-11-10 12:19:17.254
"2023260335",NO IMAGENES CON API,2023-11-13 04:18:21.267
"2023275045",NO PROCESADO MEDIPASS,2023-11-13 16:17:53.864
"2023266830",FALTA COTIZ. SALUD,2023-11-09 22:20:59.548
"2023283525",NO PROCESADO MEDIPASS,2023-11-14 12:18:45.638
"2023290076",FALTA COTIZ. SALUD,2023-11-16 11:35:46.571
"2023276030",COTIZ < LIQ DE SUELDO,2023-11-16 11:19:00.406
"2023274527",COTIZ < LIQ DE SUELDO,2023-11-09 16:28:33.332
"2023278979",NO PROCESADO MEDIPASS,2023-11-14 15:22:21.335
"2023275651",NO PROCESADO MEDIPASS,2023-11-15 12:29:12.604
"2023282872",NO IMAGENES CON API,2023-11-16 12:18:36.534
"2023277783",NO PROCESADO MEDIPASS,2023-11-16 04:33:00.067
"2023282941",NO IMAGENES CON API,2023-11-16 12:18:43.970
"2023278279",NO PROCESADO MEDIPASS,2023-11-13 12:18:38.119
"2023278602",NO PROCESADO MEDIPASS,2023-11-13 12:18:58.113
"2023275250",NO PROCESADO MEDIPASS,2023-11-09 13:37:41.784
"2023276183",NO PROCESADO MEDIPASS,2023-11-10 12:18:16.413
"2023282588",NO IMAGENES CON API,2023-11-16 13:22:31.257
"2023276318",NO PROCESADO MEDIPASS,2023-11-14 19:22:20.350
"2023274623",NO PROCESADO MEDIPASS,2023-11-14 15:20:13.710
"2023283995",NO PROCESADO MEDIPASS,2023-11-16 13:23:01.528
"2023277426",NO PROCESADO MEDIPASS,2023-11-15 14:18:09.465
"2023282929",NO IMAGENES CON API,2023-11-16 13:22:55.484
"2023276701",NO PROCESADO MEDIPASS,2023-11-10 12:18:53.040
"2023283115",COTIZ < LIQ DE SUELDO,2023-11-15 12:38:16.902
"2023276236",NO PROCESADO MEDIPASS,2023-11-10 12:18:28.216
"2023278499",COTIZ < LIQ DE SUELDO,2023-11-13 18:19:12.480
"2023269121",NO PROCESADO MEDIPASS,2023-11-09 15:25:26.953
"2023266869",NO PROCESADO MEDIPASS,2023-11-09 15:24:23.626
"2023277296",NO PROCESADO MEDIPASS,2023-11-15 13:18:52.684
"2023276492",NO PROCESADO MEDIPASS,2023-11-10 12:18:46.811
"2023275907",NO PROCESADO MEDIPASS,2023-11-13 17:20:20.059
"2023276694",NO PROCESADO MEDIPASS,2023-11-15 16:19:02.113
"2023286026",NO PROCESADO MEDIPASS,2023-11-16 17:21:48.966
"2023285002",NO IMAGENES CON API,2023-11-16 13:23:02.546
"2023260296",NO PROCESADO MEDIPASS,2023-11-10 17:18:57.365
"2023275448",COTIZ < LIQ DE SUELDO,2023-11-13 22:24:21.093
"2023275448",FALTA COTIZ. SALUD,2023-11-13 22:24:21.093
"2023276503",NO PROCESADO MEDIPASS,2023-11-14 17:17:08.074
"2023278930",NO PROCESADO MEDIPASS,2023-11-14 12:18:27.847
"2023266162",NO PROCESADO MEDIPASS,2023-11-10 03:18:58.177
"2023282269",NO IMAGENES CON API,2023-11-16 13:21:39.654
"2023277790",NO PROCESADO MEDIPASS,2023-11-16 04:33:01.272
"2023276217",NO PROCESADO MEDIPASS,2023-11-14 20:25:02.817
"2023259790",COTIZ < LIQ DE SUELDO,2023-11-09 15:20:11.471
"2023276715",NO PROCESADO MEDIPASS,2023-11-15 15:21:17.111
"2023263834",NO PROCESADO MEDIPASS,2023-11-09 13:32:00.773
"2023282981",NO IMAGENES CON API,2023-11-16 12:18:54.073
"2023266842",NO PROCESADO MEDIPASS,2023-11-09 17:19:04.505
"2023283997",NO PROCESADO MEDIPASS,2023-11-14 12:18:55.733
"2023274627",NO PROCESADO MEDIPASS,2023-11-14 04:17:45.141
"2023277094",NO PROCESADO MEDIPASS,2023-11-14 17:17:12.151
"2023276328",NO PROCESADO MEDIPASS,2023-11-09 14:24:28.530
"2023283815",NO PROCESADO MEDIPASS,2023-11-16 17:21:45.873
"2023277661",RENTA = TOPE,2023-11-13 19:28:01.478
